"P";"1";"2";"1";"N"
"P";"5";"1";"2";"N"
"P";"6";"0";"0";"N"
"P";"2";"3";"0";"N"
"P";"7";"3";"3";"N"
"P";"13";"2";"3";"N"
"P";"14";"3";"1";"N"
"P";"11";"1";"0";"N"
"P";"8";"0";"2";"N"
"P";"15";"0";"3";"N"
"P";"16";"0";"1";"N"
"P";"12";"1";"3";"N"
"P";"3";"1";"1";"N"
"P";"9";"3";"2";"N"
"P";"10";"2";"2";"N"
"P";"4";"2";"0";"N"
